Age,Monthly Income (INR),Risk Appetite,Time Horizon (Years),Investment Goal,Recommended SIP Funds,score,Predicted Score,Cluster
34,51406,1,12,3,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",15431.499999999998,15435.301801754345,0
55,46151,0,11,1,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",13858.6,13881.639846636686,1
47,123535,1,13,0,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",37072.7,37116.68576544623,1
36,23471,2,17,3,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",7052.599999999999,7017.340016244191,2
41,144656,2,13,2,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",43408.19999999999,43409.70754497642,2
23,84996,2,9,2,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",25505.8,25493.536129306136,2
42,99042,0,13,3,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",29723.899999999998,29755.0761704323,0
30,99820,1,16,1,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",29955.5,29985.472183844286,1
44,63417,0,11,2,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",19036.3,19062.283925267715,0
56,71302,0,19,2,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",21405.8,21416.599359803848,0
32,96114,1,4,2,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",28841.800000000003,28869.52540491142,0
33,113575,1,12,3,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",34082.0,34070.79820041039,0
22,149562,2,10,0,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",44875.4,44563.35408664567,2
53,77569,2,15,2,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",23284.9,23228.879138716205,2
54,67736,2,9,0,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",20333.8,20352.248403658454,2
24,36385,2,20,1,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",10924.8,10888.169847596986,2
29,71339,1,8,2,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",21409.5,21397.09268294097,0
37,106630,0,16,2,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",31999.800000000003,31993.14739172739,0
32,49011,1,12,1,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",14712.4,14660.168367995238,1
32,138680,1,1,2,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",41610.99999999999,41665.6053263933,0
54,148053,1,20,0,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",44430.9,44590.97458048846,1
27,131174,2,8,3,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",39359.9,39389.69428407612,2
53,64413,2,18,0,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",19338.499999999996,19374.02415841462,2
21,38755,1,3,3,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",11631.800000000001,11651.317127042577,0
27,79439,0,17,3,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",23840.800000000003,23792.025199509757,0
40,97447,0,18,0,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",29245.699999999997,29268.57455963396,1
24,86428,0,10,0,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",25935.199999999997,25928.341096017717,1
38,58297,0,6,0,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",17497.899999999998,17525.713977703934,1
44,55154,0,1,0,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",16555.2,16532.435691666942,1
46,71979,1,17,1,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",21606.600000000002,21562.495532385215,1
47,114371,2,3,2,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",34321.899999999994,34300.23563731,2
29,128360,0,1,3,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",38514.3,38477.94518745612,0
47,38470,1,15,0,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",11553.6,11518.36703807128,1
43,55182,1,12,0,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",16565.8,16541.15267918149,1
57,42200,2,7,0,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",12673.199999999999,12637.395335320316,2
20,142942,0,9,1,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",42888.5,42948.065440649785,1
29,112779,2,3,0,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",33840.5,33826.96964210771,2
43,133803,1,17,0,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",40153.1,40083.32080231552,1
26,47292,2,11,0,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",14195.400000000001,14200.96443179754,2
35,128059,1,9,2,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",38426.899999999994,38417.789069006736,0
33,102634,2,8,1,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",30798.899999999994,30811.051910657286,2
50,124285,2,20,0,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",37299.9,37254.51969247134,2
50,43643,1,6,3,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",13104.6,13142.577481797032,0
57,84311,1,17,3,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",25308.600000000002,25262.718248073696,0
45,72245,1,9,3,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",21684.8,21723.1957161263,0
50,74693,2,12,1,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",22420.8,22437.05694240871,2
43,104389,2,1,1,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",31325.999999999996,31350.34775047324,2
58,113181,1,1,3,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",33966.59999999999,33954.56185187599,0
44,103999,1,5,0,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",31209.699999999997,31192.187378838815,1
35,123950,2,20,1,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",37196.5,37263.49131545616,2
29,99492,0,20,3,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",29857.699999999997,29863.66305178414,0
50,68885,2,7,3,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",20677.600000000002,20746.14189033575,2
52,108417,2,11,0,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",32538.100000000002,32523.170549317972,2
21,70011,2,16,2,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",21011.300000000003,21035.40942262335,2
60,54584,1,17,1,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",16390.899999999998,16406.463029677376,1
22,59633,2,1,0,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",17894.9,17942.40594765499,2
26,149805,2,14,3,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",44950.200000000004,44725.068918895595,2
29,99495,0,7,3,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",29856.0,29860.01000342884,0
36,117623,1,6,0,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",35295.49999999999,35311.680573671314,1
47,63856,1,3,1,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",19167.1,19207.585552140787,1
33,82391,1,9,2,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",24726.1,24708.152587510715,0
22,42791,2,3,2,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",12842.9,12779.892280262955,2
20,50074,2,3,3,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",15027.499999999998,15018.496186437913,2
33,48113,0,2,1,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",14441.0,14497.97911771323,1
39,140952,1,5,2,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",42294.799999999996,42318.17549165022,0
42,26705,1,11,1,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",8022.4,8050.119414956876,1
31,78794,2,12,1,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",23647.300000000003,23594.780788092652,2
59,68874,1,3,3,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",20675.1,20618.322538859884,0
38,37989,2,20,2,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",11408.9,11501.35799392257,2
41,130609,2,12,0,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",39193.7,39173.89056536276,2
38,69861,2,11,3,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",20968.8,20940.231328613805,2
60,108643,1,18,2,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",32608.899999999998,32639.999211594677,0
43,67765,2,3,2,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",20339.3,20341.34013573065,2
50,95765,2,7,2,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",28741.500000000004,28688.06782742639,2
30,47044,0,13,2,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",14122.0,14056.661183104974,0
26,105038,2,5,2,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",31518.2,31514.466586089933,2
49,46143,0,13,1,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",13855.4,13876.585861124038,1
24,86948,0,15,3,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",26092.499999999996,26078.627323222667,0
37,100405,0,8,1,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",30130.6,30188.634762489935,1
25,47566,1,10,0,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",14277.0,14358.042318024483,1
56,73797,2,19,2,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",22154.7,22132.273091132032,2
52,58172,1,3,3,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",17463.1,17492.77652526534,0
42,98304,0,13,2,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",29502.399999999998,29569.709738500882,0
31,129948,0,3,3,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",38991.5,39044.66007921694,0
56,36119,1,6,1,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",10848.400000000001,10868.996293705226,1
48,20495,1,4,3,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",6159.400000000001,6301.5824709401895,0
20,75984,1,16,0,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",22802.600000000002,22786.476606220673,1
28,141241,1,2,0,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",42378.49999999999,42342.018365988006,1
59,95811,2,3,3,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",28756.399999999998,28776.61734204321,2
42,112084,0,17,3,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",33637.3,33672.29776831885,0
36,60204,1,5,3,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",18069.9,18155.235809878523,0
43,127809,2,10,3,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",38354.0,38358.35565782318,2
38,112642,2,6,0,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",33801.799999999996,33799.63153092986,2
40,35794,2,5,2,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",10747.8,10735.778404058365,2
47,28473,0,5,3,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",8552.599999999999,8581.454454827848,0
29,95884,1,6,3,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",28772.7,28779.4142791895,0
42,114052,0,2,0,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",34224.4,34228.3732399215,1
41,102198,2,11,0,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",30670.2,30700.849275788623,2
46,55954,0,1,1,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",16795.7,16730.423471593404,1
44,41829,2,13,3,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",12560.799999999997,12585.253069016231,2
43,124692,0,3,1,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",37416.899999999994,37375.021196906215,1
59,136256,0,16,0,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",40891.799999999996,40779.328400142615,1
56,80663,0,1,0,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",24210.3,24219.23238280561,1
58,32470,0,11,2,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",9755.000000000002,9723.427279482545,0
30,38623,1,19,3,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",11597.199999999999,11637.685447672722,0
51,70369,0,8,1,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",21122.6,21077.377551449666,1
36,121053,1,11,0,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",36325.49999999999,36365.757790609496,1
57,126358,1,18,0,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",37922.6,37934.27988004335,1
50,62607,2,3,1,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",18793.199999999997,18731.32546748373,2
52,103528,1,16,2,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",31072.4,31021.601267408878,0
55,80805,0,13,0,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",24255.1,24250.007049016524,1
51,66767,0,18,3,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",20044.199999999997,20105.79379495361,0
38,124320,0,16,0,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",37306.799999999996,37268.860644761044,1
57,120246,0,2,3,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",36085.9,36127.827092280524,0
36,33160,0,7,1,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",9956.7,10057.065518824165,1
23,20749,2,9,3,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",6231.8,6315.130781450502,2
39,24164,0,3,1,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",7257.700000000001,7246.463559949413,1
32,78417,0,10,3,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",23533.8,23560.772507500238,0
43,50867,1,5,1,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",15270.0,15222.891645786958,1
29,54995,1,10,3,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",16506.8,16525.508729391073,0
52,90948,1,1,2,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",27295.4,27295.61222686292,0
56,79246,1,12,3,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",23787.9,23779.40946961317,0
21,117507,1,2,3,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",35257.2,35244.28059521915,0
25,91301,0,5,2,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",27396.5,27417.094753149784,0
26,110713,2,6,0,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",33220.7,33265.943076315714,2
34,88229,2,9,0,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",26477.7,26478.80125554658,2
33,49418,1,9,3,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",14834.3,14821.918859522362,0
23,65057,1,2,2,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",19522.5,19666.873326936522,0
36,139195,1,14,3,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",41769.0,41743.203767564955,0
53,129997,0,20,1,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",39013.799999999996,39016.410787094756,1
41,26891,0,11,1,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",8077.799999999999,8056.478610987635,1
29,31644,0,12,3,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",9501.699999999997,9479.08770770351,0
56,64865,1,13,0,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",19473.5,19499.584907719338,1
59,120249,1,18,0,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",36090.299999999996,36112.27263081985,1
29,61066,1,15,3,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",18329.1,18292.779576193498,0
37,113286,2,18,3,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",33997.5,33963.16365937834,2
49,110659,0,12,1,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",33210.0,33162.85987125222,1
23,38570,1,4,0,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",11576.6,11569.998304257551,1
47,97695,2,1,3,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",29318.800000000003,29393.743926191553,2
44,71324,2,6,1,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",21407.7,21410.721871232443,2
35,47026,2,4,0,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",14115.999999999998,14076.49833198349,2
26,64789,2,8,2,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",19444.100000000002,19407.32813510571,2
24,34483,2,13,1,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",10352.8,10289.497367085236,2
40,84233,1,16,0,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",25281.3,25285.579385426994,1
21,77753,0,5,0,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",23331.1,23349.65453246662,1
31,149811,2,4,1,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",44950.799999999996,44661.284657441596,2
40,97937,2,4,2,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",29390.5,29415.794781027795,2
60,89390,1,18,1,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",26832.899999999998,26907.333359402695,1
55,96897,2,16,0,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",29083.7,29118.975977332353,2
27,76717,0,9,3,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",23022.6,23030.92955112304,0
