Age,Monthly Income (INR),Risk Appetite,Time Horizon (Years),Investment Goal,Recommended SIP Funds
43,41427,Low,7,Tax Saving,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund"
49,87274,Moderate,11,Other,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
56,113409,High,7,Wealth Creation,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund"
23,121611,Low,1,Other,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund"
34,31340,High,10,Other,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund"
38,114554,Low,12,Tax Saving,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund"
34,78715,Moderate,3,Tax Saving,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
27,46464,High,15,Other,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund"
34,51406,Low,12,Wealth Creation,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund"
55,46151,High,11,Retirement,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund"
47,123535,Low,13,Other,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund"
36,23471,Moderate,17,Wealth Creation,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
41,144656,Moderate,13,Tax Saving,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
23,84996,Moderate,9,Tax Saving,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
42,99042,High,13,Wealth Creation,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund"
30,99820,Low,16,Retirement,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund"
44,63417,High,11,Tax Saving,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund"
56,71302,High,19,Tax Saving,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund"
32,96114,Low,4,Tax Saving,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund"
33,113575,Low,12,Wealth Creation,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund"
22,149562,Moderate,10,Other,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
53,77569,Moderate,15,Tax Saving,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
54,67736,Moderate,9,Other,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
24,36385,Moderate,20,Retirement,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
29,71339,Low,8,Tax Saving,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund"
37,106630,High,16,Tax Saving,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund"
32,49011,Low,12,Retirement,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund"
32,138680,Low,1,Tax Saving,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund"
54,148053,Low,20,Other,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund"
27,131174,Moderate,8,Wealth Creation,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
53,64413,Moderate,18,Other,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
21,38755,Low,3,Wealth Creation,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund"
27,79439,High,17,Wealth Creation,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund"
40,97447,High,18,Other,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund"
24,86428,High,10,Other,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund"
38,58297,High,6,Other,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund"
44,55154,High,1,Other,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund"
46,71979,Low,17,Retirement,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund"
47,114371,Moderate,3,Tax Saving,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
29,128360,High,1,Wealth Creation,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund"
47,38470,Low,15,Other,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund"
43,55182,Low,12,Other,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund"
57,42200,Moderate,7,Other,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
20,142942,High,9,Retirement,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund"
29,112779,Moderate,3,Other,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
43,133803,Low,17,Other,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund"
26,47292,Moderate,11,Other,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
35,128059,Low,9,Tax Saving,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund"
33,102634,Moderate,8,Retirement,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
50,124285,Moderate,20,Other,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
50,43643,Low,6,Wealth Creation,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund"
57,84311,Low,17,Wealth Creation,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund"
45,72245,Low,9,Wealth Creation,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund"
50,74693,Moderate,12,Retirement,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
43,104389,Moderate,1,Retirement,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
58,113181,Low,1,Wealth Creation,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund"
44,103999,Low,5,Other,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund"
35,123950,Moderate,20,Retirement,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
29,99492,High,20,Wealth Creation,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund"
50,68885,Moderate,7,Wealth Creation,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
52,108417,Moderate,11,Other,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
21,70011,Moderate,16,Tax Saving,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
60,54584,Low,17,Retirement,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund"
22,59633,Moderate,1,Other,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
26,149805,Moderate,14,Wealth Creation,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
29,99495,High,7,Wealth Creation,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund"
36,117623,Low,6,Other,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund"
47,63856,Low,3,Retirement,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund"
33,82391,Low,9,Tax Saving,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund"
22,42791,Moderate,3,Tax Saving,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
20,50074,Moderate,3,Wealth Creation,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
33,48113,High,2,Retirement,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund"
39,140952,Low,5,Tax Saving,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund"
42,26705,Low,11,Retirement,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund"
31,78794,Moderate,12,Retirement,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
59,68874,Low,3,Wealth Creation,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund"
38,37989,Moderate,20,Tax Saving,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
41,130609,Moderate,12,Other,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
38,69861,Moderate,11,Wealth Creation,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
60,108643,Low,18,Tax Saving,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund"
43,67765,Moderate,3,Tax Saving,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
50,95765,Moderate,7,Tax Saving,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
30,47044,High,13,Tax Saving,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund"
26,105038,Moderate,5,Tax Saving,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
49,46143,High,13,Retirement,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund"
24,86948,High,15,Wealth Creation,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund"
37,100405,High,8,Retirement,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund"
25,47566,Low,10,Other,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund"
56,73797,Moderate,19,Tax Saving,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
52,58172,Low,3,Wealth Creation,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund"
42,98304,High,13,Tax Saving,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund"
31,129948,High,3,Wealth Creation,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund"
56,36119,Low,6,Retirement,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund"
48,20495,Low,4,Wealth Creation,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund"
20,75984,Low,16,Other,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund"
28,141241,Low,2,Other,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund"
59,95811,Moderate,3,Wealth Creation,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
42,112084,High,17,Wealth Creation,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund"
36,60204,Low,5,Wealth Creation,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund"
43,127809,Moderate,10,Wealth Creation,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
38,112642,Moderate,6,Other,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
40,35794,Moderate,5,Tax Saving,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
47,28473,High,5,Wealth Creation,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund"
29,95884,Low,6,Wealth Creation,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund"
42,114052,High,2,Other,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund"
41,102198,Moderate,11,Other,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
46,55954,High,1,Retirement,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund"
44,41829,Moderate,13,Wealth Creation,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
43,124692,High,3,Retirement,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund"
59,136256,High,16,Other,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund"
56,80663,High,1,Other,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund"
58,32470,High,11,Tax Saving,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund"
30,38623,Low,19,Wealth Creation,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund"
51,70369,High,8,Retirement,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund"
36,121053,Low,11,Other,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund"
57,126358,Low,18,Other,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund"
50,62607,Moderate,3,Retirement,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
52,103528,Low,16,Tax Saving,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund"
55,80805,High,13,Other,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund"
51,66767,High,18,Wealth Creation,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund"
38,124320,High,16,Other,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund"
57,120246,High,2,Wealth Creation,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund"
36,33160,High,7,Retirement,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund"
23,20749,Moderate,9,Wealth Creation,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
39,24164,High,3,Retirement,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund"
32,78417,High,10,Wealth Creation,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund"
43,50867,Low,5,Retirement,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund"
29,54995,Low,10,Wealth Creation,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund"
52,90948,Low,1,Tax Saving,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund"
56,79246,Low,12,Wealth Creation,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund"
21,117507,Low,2,Wealth Creation,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund"
25,91301,High,5,Tax Saving,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund"
26,110713,Moderate,6,Other,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
34,88229,Moderate,9,Other,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
33,49418,Low,9,Wealth Creation,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund"
23,65057,Low,2,Tax Saving,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund"
36,139195,Low,14,Wealth Creation,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund"
53,129997,High,20,Retirement,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund"
41,26891,High,11,Retirement,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund"
29,31644,High,12,Wealth Creation,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund"
56,64865,Low,13,Other,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund"
59,120249,Low,18,Other,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund"
29,61066,Low,15,Wealth Creation,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund"
37,113286,Moderate,18,Wealth Creation,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
49,110659,High,12,Retirement,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund"
23,38570,Low,4,Other,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund"
47,97695,Moderate,1,Wealth Creation,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
44,71324,Moderate,6,Retirement,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
35,47026,Moderate,4,Other,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
26,64789,Moderate,8,Tax Saving,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
24,34483,Moderate,13,Retirement,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
40,84233,Low,16,Other,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund"
21,77753,High,5,Other,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund"
31,149811,Moderate,4,Retirement,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
40,97937,Moderate,4,Tax Saving,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
60,89390,Low,18,Retirement,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund"
55,96897,Moderate,16,Other,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
27,76717,High,9,Wealth Creation,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund"
27,107328,Moderate,18,Wealth Creation,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
59,101245,Low,13,Retirement,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund"
20,94268,Low,4,Other,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund"
39,72291,High,5,Wealth Creation,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund"
33,99367,Low,15,Other,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund"
57,37733,High,9,Retirement,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund"
41,42224,High,12,Wealth Creation,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund"
48,73645,Moderate,14,Other,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
42,102658,Low,17,Wealth Creation,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund"
45,70471,Moderate,6,Retirement,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
38,128075,Moderate,11,Other,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
42,114797,Moderate,6,Wealth Creation,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
38,124535,High,18,Retirement,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund"
47,135248,Moderate,6,Wealth Creation,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
60,135088,Moderate,14,Wealth Creation,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
48,28654,Low,16,Tax Saving,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund"
60,80956,High,5,Tax Saving,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund"
32,125434,High,19,Retirement,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund"
43,29100,Low,4,Tax Saving,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund"
28,44563,High,5,Retirement,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund"
46,97427,Low,10,Tax Saving,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund"
